run_tag,lambda_gb,g2,selfinteraction,a_mg,b_mg,chi0,coupling,perturbation,width,T,num_points_t,r_max,min_dr,max_dr,num_grid_points,wall_time_s,solver_success,t_crash,solver_message,has_solution,has_diagnostics,has_eft_diagnostics,size_bytes
lgb-1.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,-1.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9062.427896261215,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb-10.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-10.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,11200.109345674515,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb-15.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-15.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,10991.720165014267,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb-1_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-1.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,16341.903681516647,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,58229599
lgb-2.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,-2.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,11172.174816846848,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb-20.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-20.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,196.770272731781,False,2.084083435979987,Required step size is less than spacing between numbers.,True,True,False,107005
lgb-25.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-25.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,233.4106833934784,False,2.056029634595381,Required step size is less than spacing between numbers.,True,True,False,107005
lgb-2_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-2.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,16348.695313692093,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,58229599
lgb-3.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,-3.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,11160.415561676025,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb-3_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-3.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,17368.085583925247,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb-4.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,-4.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,10859.771932125092,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb-4_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-4.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14585.13513636589,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb-5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,-5.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9178.241999387741,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb-5_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-5.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15492.06021618843,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb-6.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-6.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,9153.129979372025,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb-6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-6.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15326.178657531738,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb-7.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-7.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,11228.164819955826,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb-7_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-7.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14910.929291009903,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb-8.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-8.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,11208.888813972473,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb-8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-8.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15228.656132936478,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb-9.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,-9.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,10340.019580364227,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb-9_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,-9.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14821.176015615463,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb0.001_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,0.001,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,10161.908415794373,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31253845
lgb0.01_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,0.01,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,10159.796761751175,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237357
lgb0.03_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_g20,0.03,0.0,0.08,0.2,0.4,0.15,quadratic,-0.02,3.0,800.0,1000,150,0.0625,2,216,7667.829050064087,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237613
lgb0.05_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,0.05,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,10162.665837526321,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237357
lgb0.0_mu0.04_a0.2_b0.4_amp-0.02_R3_dr0.0625,0.0,,0.04,0.2,0.4,0.15,quadratic,-0.02,3,1600.0,2000,150,0.0625,2,216,19181.436048984528,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,55548871
lgb0.0_mu0.06_a0.2_b0.4_amp-0.02_R3_dr0.0625,0.0,,0.06,0.2,0.4,0.15,quadratic,-0.02,3,1600.0,2000,150,0.0625,2,216,19262.69514608383,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,55548871
lgb0.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,14059.240564107895,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90588617
lgb0.0_mu0.08_a0.0_b0.0_amp-0.05_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14448.086744070053,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572129
lgb0.0_mu0.08_a0.0_b0.0_amp-0.1_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,14591.776440143585,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb0.0_mu0.08_a0.0_b0.0_amp-0.5_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,14956.562521457672,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb0.0_mu0.08_a0.0_b0.0_amp-1.0_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.0,0.0,0.15,quadratic_0,-1.0,3.0,800.0,1000,150,0.041666666666666664,2,220,1874.171509027481,False,92.54275865709482,Required step size is less than spacing between numbers.,True,True,False,3702193
lgb0.0_mu0.08_a0.1_b0.2_amp-0.02_R3.0_dr0.03125_quadratic_0,0.0,,0.08,0.1,0.2,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.03125,2,222,23236.551814556122,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32101473
lgb0.0_mu0.08_a0.1_b0.2_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.1,0.2,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,15046.987935781479,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb0.0_mu0.08_a0.2_b0.4_amp-0.02_R3.0_dr0.03125_quadratic_0,0.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.03125,2,222,20150.425251960754,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32101473
lgb0.0_mu0.08_a0.2_b0.4_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,0.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,19419.090887784958,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb0.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,0.0,0.0,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,337.34588384628296,False,20.95720263098078,Required step size is less than spacing between numbers.,True,True,False,856613
lgb0.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,0.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,10159.991946697235,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31253845
lgb0.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,0.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,10553.781005382538,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb0.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,0.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,9628.685146331787,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb0.1_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,0.1,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,9739.770045518875,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237357
lgb0.5_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,0.5,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,9719.437917470932,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237357
lgb0_mu0.08_a0_b0_amp-0.0002_R3_dr0.0416667_quadratic_0_noBR_g20,0.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_noBR,-0.0002,3.0,800.0,1000,150,0.041666666666666664,2,220,12415.504952669144,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813705
lgb0_mu0.08_a0_b0_amp-0.0002_R3_dr0.0416667_quadratic_g20,0.0,0.0,0.08,0.0,0.0,0.15,quadratic,-0.0002,3.0,800.0,1000,150,0.041666666666666664,2,220,12299.727153539658,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813677
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0208333_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.02083333333333333,2,224,24926.10368323326,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32406237
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0277778_quadratic_g220,0.0,20.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.027777777777777776,2,223,22990.650758743286,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32245725
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0333333_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.03333333333333333,2,222,14508.746692419052,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32118205
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g21,0.0,1.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11369.275478839874,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11592.640869617462,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90588861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g211,0.0,11.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11821.606468439102,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g212,0.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11749.54919219017,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g213,0.0,13.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11595.760110378265,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g214,0.0,14.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11372.566364049911,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g215,0.0,15.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11385.01951432228,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g216,0.0,16.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11547.105304956436,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g217,0.0,17.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11398.295995473862,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g218,0.0,18.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11433.9223279953,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g219,0.0,19.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11338.064168691635,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g22,0.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11372.598092556,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,0.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11577.804575681686,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g23,0.0,3.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11362.655829668045,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g24,0.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11457.664297103882,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g25,0.0,5.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11437.457740545273,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g26,0.0,6.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11476.70798277855,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g27,0.0,7.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11954.708662986755,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,0.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11655.936253070831,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,0.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11546.349658250809,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_noBR_g20,0.0,0.0,0.08,0.0,0.0,0.15,quadratic_0_noBR,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11676.232531547546,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90588881
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g221,0.0,21.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11378.217365264893,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813713
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g222,0.0,22.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11369.837198972702,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813713
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g223,0.0,23.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11367.71877360344,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813713
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g225,0.0,25.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11606.669387102127,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813713
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g230,0.0,30.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11589.570810556412,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813713
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_rampOn_g235,0.0,35.0,0.08,0.0,0.0,0.15,quadratic_0_rampOn,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11624.26110959053,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813713
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-0.5,0.0,-0.5,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,17671.482255220413,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-1,0.0,-1.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,16949.581695079803,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-10,0.0,-10.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14941.361781358719,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-2,0.0,-2.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14932.803359031677,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-3,0.0,-3.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14934.274156093597,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-4,0.0,-4.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14426.927701711655,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g2-5,0.0,-5.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14434.51975107193,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g20,0.0,0.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15498.619119882584,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572365
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g20.1,0.0,0.1,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15509.83845114708,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g20.5,0.0,0.5,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15510.6797914505,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g21,0.0,1.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15509.453723430634,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g210,0.0,10.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14743.379527330399,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572365
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g22,0.0,2.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,17063.22980284691,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g220,0.0,20.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14756.50904750824,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572365
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g225,0.0,25.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,20109.070850133896,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g23,0.0,3.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15445.61730837822,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g230,0.0,30.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,19707.279120206833,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
lgb0_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_g231,0.0,31.0,0.08,0.0,0.0,0.15,quadratic,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,16191.23616361618,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451861
