run_tag,lambda_gb,g2,selfinteraction,a_mg,b_mg,chi0,coupling,perturbation,width,T,num_points_t,r_max,min_dr,max_dr,num_grid_points,wall_time_s,solver_success,t_crash,solver_message,has_solution,has_diagnostics,has_eft_diagnostics,size_bytes
lgb5.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.041666666666666664_linear,5.0,,0.08,0.0,0.0,0.15,linear,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,19933.835602521896,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813421
lgb5.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.041666666666666664_quadratic_0,5.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,14858.330045938492,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90588617
lgb5.0_mu0.08_a0.0_b0.0_amp-0.05_R3.0_dr0.041666666666666664_quadratic_0,5.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14836.60695362091,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572129
lgb5.0_mu0.08_a0.0_b0.0_amp-0.1_R3.0_dr0.041666666666666664_quadratic_0,5.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,665.1597182750702,False,28.190399969275077,Required step size is less than spacing between numbers.,True,True,True,3283809
lgb5.0_mu0.08_a0.0_b0.0_amp-0.5_R3.0_dr0.041666666666666664_quadratic_0,5.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,184.4839222431183,False,1.0545932766930262,Required step size is less than spacing between numbers.,True,True,False,76993
lgb5.0_mu0.08_a0.0_b0.0_amp-1.0_R3.0_dr0.041666666666666664_quadratic_0,5.0,,0.08,0.0,0.0,0.15,quadratic_0,-1.0,3.0,800.0,1000,150,0.041666666666666664,2,220,661.8577606678009,False,0.1380314337779231,Required step size is less than spacing between numbers.,True,True,False,45193
lgb5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,5.0,,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,9572.802311182022,,,The solver successfully reached the end of the integration interval.,True,True,False,27780356
lgb5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,5.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,725.195788860321,False,2.8764400889186663,Required step size is less than spacing between numbers.,True,True,False,138205
lgb5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,5.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9309.69735622406,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,5.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,10118.450932741165,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_25,5.0,,0.08,0.2,0.4,0.15,quadratic_25,-0.02,3,800.0,1000,150,0.0625,2,216,10116.912239074707,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb5.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_50,5.0,,0.08,0.2,0.4,0.15,quadratic_50,-0.02,3,800.0,1000,150,0.0625,2,216,9593.91570186615,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb5.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,5.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,10121.72786283493,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0333333_quadratic_0_g25,5.0,5.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.03333333333333333,2,222,15326.419413805008,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,32118205
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,5.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11366.374541521072,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,5.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,18148.442160367966,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,69451869
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g25,5.0,5.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11557.889035224915,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31830173
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,5.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11362.1901512146,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,5.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11326.721435546875,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb5_mu0.08_a0_b0_amp-0.02_R3_dr0.0555556_quadratic_0_g25,5.0,5.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.05555555555555555,2,217,8980.193137645721,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31398125
lgb6.0_mu0.08_a0.0_b0.0_amp-0.02_R3.0_dr0.041666666666666664_linear,6.0,,0.08,0.0,0.0,0.15,linear,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,19594.971999406815,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813421
lgb6.0_mu0.08_a0.0_b0.0_amp-0.05_R3.0_dr0.041666666666666664_quadratic_0,6.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14572.43426823616,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb6.0_mu0.08_a0.0_b0.0_amp-0.1_R3.0_dr0.041666666666666664_quadratic_0,6.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,527.6671555042267,False,7.484424076881475,Required step size is less than spacing between numbers.,True,True,False,331393
lgb6.0_mu0.08_a0.0_b0.0_amp-0.5_R3.0_dr0.041666666666666664_quadratic_0,6.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,832.8800122737885,False,0.44087478927846746,Required step size is less than spacing between numbers.,True,True,False,45193
lgb6.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,6.0,,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,9715.506781339645,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780871
lgb6.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,6.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,1195.3062226772308,False,2.823178623030263,Required step size is less than spacing between numbers.,True,True,False,138205
lgb6.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,6.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9000.394547462463,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb6.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,6.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,11791.900243759155,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb6.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_50,6.0,,0.08,0.2,0.4,0.15,quadratic_50,-0.02,3,800.0,1000,150,0.0625,2,216,8968.234933137894,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb6.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,6.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,10166.199219703674,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,6.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11577.909394979477,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,6.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,12127.0856487751,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g212,6.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,12505.631538391113,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g214,6.0,14.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11336.242602109909,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g216,6.0,16.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11614.481605529785,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g218,6.0,18.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11407.972266197205,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g22,6.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11383.128947257996,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,6.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,19282.949373960495,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g24,6.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11663.414640188217,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g26,6.0,6.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,12124.599041938782,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,6.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,12124.2194814682,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,6.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11377.702556848526,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb6_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g20,6.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,212.38679599761963,False,6.69427692652943,Required step size is less than spacing between numbers.,True,True,False,299837
lgb6_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g20,6.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,118.91692924499512,False,0.11287016851305562,Required step size is less than spacing between numbers.,True,True,False,45437
lgb7.0_mu0.08_a0.0_b0.0_amp-0.05_R3.0_dr0.041666666666666664_quadratic_0,7.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.05,3.0,800.0,1000,150,0.041666666666666664,2,220,14861.225215911865,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813441
lgb7.0_mu0.08_a0.0_b0.0_amp-0.1_R3.0_dr0.041666666666666664_quadratic_0,7.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,353.16577196121216,False,3.7615487499770714,Required step size is less than spacing between numbers.,True,True,False,172393
lgb7.0_mu0.08_a0.0_b0.0_amp-0.5_R3.0_dr0.041666666666666664_quadratic_0,7.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,516.803121805191,False,0.3504354089300539,Required step size is less than spacing between numbers.,True,True,False,45193
lgb7.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,7.0,,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,10290.483039140701,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780871
lgb7.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,7.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,1216.28906083107,False,1.7950515320754856,Required step size is less than spacing between numbers.,True,True,False,106981
lgb7.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,7.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9149.496465682983,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb7.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,7.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,9763.840463399887,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb7.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_50,7.0,,0.08,0.2,0.4,0.15,quadratic_50,-0.02,3,800.0,1000,150,0.0625,2,216,9062.288768529892,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb7.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,7.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,10153.758633852005,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb7_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,7.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11607.834198474884,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb7_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,7.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11391.205204963684,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb7_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,7.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,15536.535766363144,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb7_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,7.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11341.174416780472,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb7_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,7.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11388.035065174103,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb8.0_mu0.08_a0.0_b0.0_amp-0.1_R3.0_dr0.041666666666666664_quadratic_0,8.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,1018.0722138881683,False,3.660830398709122,Required step size is less than spacing between numbers.,True,True,False,172393
lgb8.0_mu0.08_a0.0_b0.0_amp-0.5_R3.0_dr0.041666666666666664_quadratic_0,8.0,,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,952.6336557865143,False,0.2931395269743437,Required step size is less than spacing between numbers.,True,True,False,45193
lgb8.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,8.0,,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,9908.159029483795,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780871
lgb8.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,8.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,186.42937874794006,False,1.1230000983312947,Required step size is less than spacing between numbers.,True,True,False,75757
lgb8.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,8.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9743.617723703384,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb8.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,8.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,9709.583179235458,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb8.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_50,8.0,,0.08,0.2,0.4,0.15,quadratic_50,-0.02,3,800.0,1000,150,0.0625,2,216,10392.867277860641,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb8.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,8.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,10615.224681138992,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,8.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11688.277012586594,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,8.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11620.20306968689,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g212,8.0,12.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11698.104588508606,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g214,8.0,14.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11724.797725915909,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g216,8.0,16.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11482.1022772789,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g218,8.0,18.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11459.11107969284,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g22,8.0,2.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11399.118864536285,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,8.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,18319.418989896774,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g24,8.0,4.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11691.931322336197,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g26,8.0,6.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11625.573073863983,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,8.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11709.97285103798,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb8_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,8.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11458.129705667496,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb8_mu0.08_a0_b0_amp-0.1_R3_dr0.0416667_quadratic_0_g20,8.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.1,3.0,800.0,1000,150,0.041666666666666664,2,220,430.80112385749817,False,3.6121917594254875,Required step size is less than spacing between numbers.,True,True,False,172637
lgb8_mu0.08_a0_b0_amp-0.5_R3_dr0.0416667_quadratic_0_g20,8.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.5,3.0,800.0,1000,150,0.041666666666666664,2,220,199.75020289421082,False,0.10594176497428025,Required step size is less than spacing between numbers.,True,True,False,45437
lgb9.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625,9.0,,0.08,0.2,0.4,0.15,quadratic,-0.02,3,800.0,1000,150,0.0625,2,216,9905.311903953552,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780871
lgb9.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_linear,9.0,,0.08,0.2,0.4,0.15,linear,-0.02,3,800.0,1000,150,0.0625,2,216,316.59562611579895,False,0.8606395038219347,Required step size is less than spacing between numbers.,True,True,False,75757
lgb9.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_0,9.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.0625,2,216,9848.634634256363,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb9.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_10,9.0,,0.08,0.2,0.4,0.15,quadratic_10,-0.02,3,800.0,1000,150,0.0625,2,216,9698.050787210464,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237381
lgb9.0_mu0.08_a0.2_b0.4_amp-0.02_R3_dr0.0625_quadratic_50,9.0,,0.08,0.2,0.4,0.15,quadratic_50,-0.02,3,800.0,1000,150,0.0625,2,216,10400.432257652283,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,27780883
lgb9.0_mu0.08_a0.2_b0.4_amp-0.05_R3_dr0.0625_quadratic_0,9.0,,0.08,0.2,0.4,0.15,quadratic_0,-0.05,3,800.0,1000,150,0.0625,2,216,9196.662767648697,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31237377
lgb9_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g20,9.0,0.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11553.912289619446,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb9_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g210,9.0,10.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,13500.595270633698,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb9_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g220,9.0,20.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3,800.0,1000,150,0.041666666666666664,2,220,14980.04543542862,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,False,31813685
lgb9_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g28,9.0,8.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11517.094815254211,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
lgb9_mu0.08_a0_b0_amp-0.02_R3_dr0.0416667_quadratic_0_g29,9.0,9.0,0.08,0.0,0.0,0.15,quadratic_0,-0.02,3.0,800.0,1000,150,0.041666666666666664,2,220,11471.555425405502,True,-1.0,The solver successfully reached the end of the integration interval.,True,True,True,90572373
